app_data_source,loc_region,return_to_yp,score_total,dem_gender,dem_age,edu_qual_highest,edu_qual_highest_year,emp_yes,emp_org_type,emp_duration,emp_currently,exp_w_child,exp_length_teacher,exp_length_school,exp_length_employee,exp_length_volunteer,interest_w_child,prac_scenario_volunt,prac_scenario_noshow,yi_hired
T3 2023,North West,No,17.5,Female,21,Secondary School,2019,No,"Health care, social assistance, nonprofit",24,No,Yes,9,1,12,1,1,1,Planning together with fellow facilitators,0
T3 2023,Kweneng,No,17.5,Female,29,Bachelors Degree,2020,Yes,Government or public administration,2,Yes,No,2,13,9,48,3,1,Plan individually,0
T3 2023,Southern,No,17.5,Female,31,Bachelors Degree,2018,No,Software or technology,17,No,Yes,6,2,24,6,4,1,Plan individually,0
T3 2023,North East,Yes,17.5,Female,25,Certificate,2018,No,"Health care, social assistance, nonprofit",12,Yes,Yes,22.8,13,6,1,4,1,Plan individually,0
T3 2023,Chobe,No,17.5,Female,22,Certificate,2018,Yes,Education,12,Yes,Yes,22.8,12,2,6,4,1,Plan individually,0
T3 2023,Kweneng,No,17.5,Female,28,Bachelors Degree,2017,Yes,Other,21,No,Yes,2,3,8,4,3,1,Planning together with fellow facilitators,0
T3 2023,Chobe,No,17.5,Female,26,Bachelors Degree,2020,Yes,"Health care, social assistance, nonprofit",12,No,Yes,12,12,12,12,4,1,Plan individually,0
T3 2023,North East,No,17.5,Female,36,Bachelors Degree,2016,Yes,"Finance, insurance or information services",54,No,No,18,1,6,24,4,1,Plan individually,0
T3 2023,Chobe,No,17.5,Female,30,Certificate,2022,Yes,"Health care, social assistance, nonprofit",12,No,Yes,12,3,3,1,4,1,Planning together with fellow facilitators,0
T3 2023,South East,No,17.5,Female,21,Secondary School,2019,Yes,"Health care, social assistance, nonprofit",12,No,Yes,2,2,12,12,4,1,Plan individually,0
T3 2023,Southern,No,17.5,Female,28,Bachelors Degree,2021,Yes,"Health care, social assistance, nonprofit",11,Yes,Yes,6,12,6,24,4,1,Plan individually,0
T3 2023,Central,No,17.5,Female,32,Bachelors Degree,2018,Yes,Other,4,No,No,20,2,2,1,4,1,Plan individually,0
T3 2023,North East,No,17.5,Female,36,Bachelors Degree,2014,Yes,Other,24,No,Yes,11,13,3,3,4,1,Plan individually,0
T3 2023,South East,No,17.5,Female,23,Certificate,2023,Yes,"Health care, social assistance, nonprofit",36,No,Yes,14,9,6,36,1,1,Plan individually,0
T3 2023,Kweneng,No,17.5,Female,28,Secondary School,2012,Yes,Education,24,No,Yes,6,24,23,5,4,1,Plan individually,0
T3 2023,Central,No,17.5,Female,27,Bachelors Degree,2018,Yes,"Health care, social assistance, nonprofit",14,No,Yes,5,14,6,3,3,0,Plan individually,0
T3 2023,North East,No,17.5,Male,26,Secondary School,2014,Yes,Education,24,Yes,Yes,34,24,27.6,12,4,1,Plan individually,0
T3 2023,North East,No,17.5,Female,24,Bachelors Degree,2022,Yes,"Health care, social assistance, nonprofit",4,No,Yes,2,5,2,6,4,1,Plan individually,0
T3 2023,Central,No,17.5,Female,21,Bachelors Degree,2026,No,"Farming, agriculture, or mining",2,No,No,18,3,10,36,4,1,Plan individually,0
T3 2023,Chobe,Yes,17.5,Female,25,Certificate,2016,Yes,"Health care, social assistance, nonprofit",24,Yes,Yes,20,24,5,3,4,1,Plan individually,0
T3 2023,Central,No,17.5,Female,26,Certificate,2020,No,Education,9,No,Yes,30,7,60,3,1,1,Planning together with fellow facilitators,0
T3 2023,Chobe,No,17.5,Female,22,Certificate,2018,Yes,Education,12,Yes,Yes,8,12,3,6,4,1,Plan individually,0
T3 2023,South East,No,17.5,Female,28,Masters Degree,2019,Yes,"Finance, insurance or information services",16,No,Yes,5,16,3,6,4,1,Plan individually,0
T3 2023,North East,No,17.5,Female,21,Secondary School,2019,No,Hotel or food services,11,No,Yes,9,2,3,1,4,1,Planning together with fellow facilitators,0
T3 2023,South East,No,17.5,Male,23,Diploma,2023,No,Other,3,No,Yes,6,2,12,12,1,1,Planning together with fellow facilitators,0
T3 2023,South East,No,17.5,Male,23,Secondary School,2018,Yes,Other,24,Yes,Yes,24,18,24,5,4,1,Plan individually,0
T3 2023,South East,No,17.5,Male,28,Masters Degree,2022,Yes,"Health care, social assistance, nonprofit",9,No,Yes,12,2,10,36,1,1,Plan individually,0
T3 2023,Central,No,17.5,Female,22,Secondary School,2018,Yes,Education,13,No,Yes,3,13,26,2,1,1,Plan individually,0
T3 2023,Kgatleng,No,17.5,Female,24,Bachelors Degree,2021,No,"Health care, social assistance, nonprofit",5,No,Yes,12,24,12,12,4,1,Plan individually,0
T3 2023,South East,No,17.5,Female,22,Bachelors Degree,2022,Yes,"Health care, social assistance, nonprofit",27,Yes,Yes,12,6,6,4,4,1,Plan individually,0
T3 2023,South East,No,17.5,Female,24,Diploma,2019,Yes,Other,2,No,Yes,8,1,3,2,1,1,Plan individually,0
T3 2023,Kgatleng,No,17.25,Female,24,Bachelors Degree,2021,Yes,"Farming, agriculture, or mining",5,No,Yes,4,2,3,3,1,1,Plan individually,0
T3 2023,Central,No,17.25,Female,26,Bachelors Degree,2023,No,"Health care, social assistance, nonprofit",8,No,Yes,14.4,4,3,3,4,1,Plan individually,0
T3 2023,Kgatleng,No,17.25,Male,26,Diploma,2022,Yes,Education,5,No,Yes,24,6,12,5,4,1,Plan individually,0
T3 2023,South East,No,17.25,Female,20,Certificate,2023,Yes,Retail,1,No,Yes,12,2,2,2,4,1,Plan individually,0
T3 2023,Central,No,17.25,Female,18,Secondary School,2021,No,"Health care, social assistance, nonprofit",10,No,Yes,2,24,7,12,4,1,Planning together with fellow facilitators,0
T3 2023,South East,No,17.25,Male,25,Bachelors Degree,2020,Yes,"Health care, social assistance, nonprofit",12,No,Yes,7,1,5,1,1,1,Plan individually,0
T3 2023,Kgatleng,No,17.25,Female,25,Bachelors Degree,2022,Yes,"Health care, social assistance, nonprofit",6,No,Yes,6,6,3,6,1,1,Plan individually,0
T3 2023,South East,No,17.25,Female,20,Certificate,2022,No,Education,3,No,Yes,3,4,12,2,1,1,Planning together with fellow facilitators,0
T3 2023,South East,No,17.25,Female,24,Bachelors Degree,2023,No,Education,3,No,Yes,2,12,5,12,1,1,Plan individually,0
T3 2023,Southern,No,17.25,Male,29,Diploma,2015,Yes,Religious,41,No,No,60,2,27,24,4,1,Plan individually,0
T3 2023,South East,No,17.25,Male,27,Certificate,2017,Yes,Other,9,No,Yes,30,2,5,6,1,1,Plan individually,0
T3 2023,South East,No,17.25,Female,31,Diploma,2022,Yes,"Finance, insurance or information services",48,No,Yes,24,8,12,5,3,1,Plan individually,0
T3 2023,South East,No,17.25,Female,23,Bachelors Degree,2023,Yes,Other,2,No,Yes,2,6,2,6,1,1,Plan individually,0
T3 2023,North East,No,17,Female,25,Bachelors Degree,2020,Yes,Software or technology,12,No,Yes,5,12,8,8,1,1,Plan individually,0
T3 2023,North East,No,17,Female,29,Diploma,2021,Yes,"Health care, social assistance, nonprofit",24,No,Yes,18,8,6,3,1,1,Plan individually,0
T3 2023,Kweneng,No,17,Female,24,Bachelors Degree,2022,Yes,Hotel or food services,10,Yes,Yes,12,7,8,2,4,1,Plan individually,0
T3 2023,North East,No,17,Female,29,Certificate,2021,Yes,Other,24,No,Yes,30,12,31.200000000000003,15,1,1,Plan individually,0
T3 2023,North East,No,17,Female,24,Bachelors Degree,2022,No,Education,33.599999999999994,Yes,Yes,24,3,24,5,1,1,Plan individually,0
T3 2023,Chobe,Yes,17,Female,27,Certificate,2021,No,Education,48,No,Yes,12,96,117.6,36,4,1,Plan individually,0
T3 2023,Kgatleng,No,17,Female,24,Bachelors Degree,2022,Yes,"Health care, social assistance, nonprofit",5,Yes,Yes,6,2,3,5,4,1,Plan individually,0
T3 2023,Kgatleng,No,17,Female,28,Certificate,2014,Yes,Other,15,No,No,48,8,8,120,4,1,Plan individually,0
T3 2023,Kweneng,No,17,Female,32,Diploma,2019,Yes,Other,10,Yes,Yes,14,18,27.6,24,4,1,Plan individually,0
T3 2023,North East,No,17,Female,27,Certificate,2018,Yes,Education,5,Yes,Yes,8,9,13,12,1,1,Plan individually,0
T3 2023,North East,Yes,17,Female,26,Secondary School,2015,Yes,Education,12,No,Yes,5,12,12,12,4,1,Plan individually,1
T3 2023,South East,No,17,Female,29,Bachelors Degree,2018,Yes,Other,48,Yes,Yes,72,3,36,12,4,1,Plan individually,0
T3 2023,Southern,No,17,Female,25,Diploma,2019,Yes,"Farming, agriculture, or mining",10,No,No,3,14.4,3,6,4,1,Plan individually,0
T3 2023,North East,Yes,17,Female,22,Secondary School,2020,Yes,Other,8,Yes,Yes,6,8,3,3,1,1,Plan individually,0
T3 2023,North East,Yes,17,Female,25,Secondary School,2017,Yes,Other,38,Yes,Yes,8,36,15,12,1,1,Plan individually,0
T3 2023,South East,No,17,Female,28,Bachelors Degree,2018,Yes,"Health care, social assistance, nonprofit",17,No,Yes,15.6,8,24,5,4,1,Plan individually,0
T3 2023,South East,Yes,17,Female,33,Bachelors Degree,2013,Yes,Other,36,No,Yes,2,24,24,36,4,1,Wait for supervisor or further instruction,0
T3 2023,Chobe,No,17,Male,27,Bachelors Degree,2019,Yes,Software or technology,36,No,Yes,12,42,12,8,3,1,Plan individually,0
T3 2023,North East,Yes,17,Female,29,Certificate,2012,No,Education,12,Yes,Yes,12,56,27.6,24,1,1,Plan individually,1
T3 2023,North East,No,17,Male,23,Bachelors Degree,2023,No,Education,8,No,Yes,6,10,27,6,4,1,Plan individually,0
T3 2023,Central,No,17,Female,34,Bachelors Degree,2019,Yes,"Health care, social assistance, nonprofit",2,No,Yes,2,6,12,12,4,1,Plan individually,0
T3 2023,North West,No,17,Female,23,Certificate,2022,No,Other,18,No,Yes,6,6,6,5,4,1,Plan individually,0
T3 2023,South East,No,17,Female,33,Certificate,2015,Yes,Software or technology,60,No,Yes,27.6,42,24,24,4,1,Plan individually,0
T3 2023,Central,No,17,Female,23,Bachelors Degree,2022,Yes,Education,2,No,Yes,2,8,7,96,4,1,Plan individually,0
T3 2023,Southern,No,17,Female,30,Diploma,2021,Yes,Education,6,No,Yes,6,4,13.2,36,3,1,Plan individually,0
T3 2023,South East,No,17,Male,28,Secondary School,2013,Yes,Transportation or warehousing,48,No,Yes,7,2,10,6,4,1,Planning together with fellow facilitators,0
T3 2023,North East,No,17,Female,35,Bachelors Degree,2015,Yes,"Finance, insurance or information services",8,Yes,Yes,12,11,2,3,4,1,Plan individually,0
T3 2023,Kweneng,No,17,Female,28,Bachelors Degree,2019,Yes,Other,7,Yes,Yes,6,5,5,7,3,1,Plan individually,0
T3 2023,Kgatleng,No,17,Female,30,Secondary School,2010,Yes,"Health care, social assistance, nonprofit",86,No,Yes,42,24,36,60,4,1,Plan individually,0
T3 2023,North East,No,17,Female,42,Certificate,2016,Yes,"Health care, social assistance, nonprofit",12,Yes,Yes,6,12,6,12,4,1,Plan individually,0
T3 2023,South East,No,16.75,Male,25,Bachelors Degree,2020,Yes,Hotel or food services,8,No,Yes,3,2,3,12,4,1,Plan individually,0
T3 2023,Kweneng,No,16.75,Female,23,Bachelors Degree,2022,No,Other,3,No,Yes,2,3,12,4,4,1,Plan individually,0
T3 2023,Southern,No,16.75,Female,21,Certificate,2021,No,Manufacturing,4,Yes,Yes,36,3,3,12,1,1,Plan individually,0
T3 2023,South East,No,16.75,Male,25,Bachelors Degree,2022,No,Other,5,No,Yes,36,3,13.2,4,1,1,Plan individually,0
T3 2023,Kgatleng,No,16.75,Female,25,Bachelors Degree,2023,No,Other,58.8,No,No,60,3,13,24,4,1,Plan individually,0
T3 2023,Chobe,Yes,16.75,Female,22,Secondary School,2018,Yes,Education,14,No,Yes,7,14,3,3,3,1,Plan individually,1
T3 2023,Central,No,16.75,Male,26,Bachelors Degree,2021,No,Other,18,No,Yes,36,2,1,5,1,1,Plan individually,0
T3 2023,South East,No,16.75,Male,27,Bachelors Degree,2021,Yes,"Finance, insurance or information services",23,Yes,No,36,8,4,24,1,1,Plan individually,0
T3 2023,Kweneng,No,16.75,Female,29,Bachelors Degree,2016,Yes,"Health care, social assistance, nonprofit",30,Yes,Yes,72,12,24,6,3,1,Plan individually,0
T3 2023,South East,No,16.75,Female,23,Certificate,2021,Yes,Utilities or construction,36,Yes,Yes,6,1,4,5,4,1,Plan individually,0
T3 2023,Southern,No,16.75,Female,30,Diploma,2016,Yes,"Health care, social assistance, nonprofit",32,No,Yes,24,24,36,12,3,1,Plan individually,0
T3 2023,South East,No,16.75,Male,24,Bachelors Degree,2022,No,Utilities or construction,13,No,Yes,3,2,2,8,4,1,Plan individually,0
T3 2023,Central,No,16.5,Female,25,Bachelors Degree,2019,Yes,Government or public administration,5,No,Yes,9,6,6,3,4,1,Plan individually,0
T3 2023,South East,No,16.5,Female,25,Bachelors Degree,2022,No,"Health care, social assistance, nonprofit",34,No,No,60,16,36,2,1,1,Plan individually,0
T3 2023,South East,No,16.5,Female,23,Bachelors Degree,2022,No,"Health care, social assistance, nonprofit",5,No,Yes,9,8,12,4,4,1,Plan individually,0
T3 2023,Kweneng,No,16.5,Female,30,Secondary School,2012,Yes,Manufacturing,24,No,Yes,6,48,6,36,4,1,Plan individually,0
T3 2023,Central,Yes,16.5,Male,31,Diploma,2019,Yes,Education,12,No,Yes,12,3,27.6,36,4,1,Plan individually,0
T3 2023,North West,Yes,16.5,Female,28,Bachelors Degree,2018,Yes,"Health care, social assistance, nonprofit",24,No,Yes,2,32,13,3,4,1,Plan individually,0
T3 2023,Kweneng,No,16.5,Female,23,Bachelors Degree,2022,Yes,"Health care, social assistance, nonprofit",4,Yes,Yes,5,10,12,6,4,1,Plan individually,0
T3 2023,Kgatleng,No,16.5,Female,25,Bachelors Degree,2020,Yes,"Health care, social assistance, nonprofit",12,No,Yes,6,9,2,2,1,1,Plan individually,0
T3 2023,Kgatleng,No,16.5,Female,37,Diploma,2012,Yes,"Farming, agriculture, or mining",3,Yes,Yes,6,12,3,12,1,1,Plan individually,0
T3 2023,South East,No,16.5,Female,28,Diploma,2019,Yes,"Health care, social assistance, nonprofit",24,No,Yes,3,14,20.4,9,4,1,Plan individually,0
T3 2023,North East,Yes,16.5,Female,22,Secondary School,2018,Yes,Retail,24,No,Yes,12,15,19,5,4,1,Plan individually,0
T3 2023,Chobe,No,16.5,Female,25,Secondary School,2015,Yes,Retail,36,No,Yes,8,29,24,8,4,1,Planning together with fellow facilitators,0
T3 2023,Kweneng,No,16.5,Female,25,Certificate,2023,No,Government or public administration,12,No,Yes,1,5,27,12,4,1,Plan individually,0
T3 2023,Central,No,16.5,Male,24,Certificate,2022,No,Retail,3,No,Yes,8,4,1,60,4,1,Plan individually,0
T3 2023,North West,No,16.5,Male,28,Certificate,2022,Yes,Other,37,No,Yes,22.8,12,12,1,4,1,Planning together with fellow facilitators,0
T3 2023,Southern,No,16.5,Female,33,Bachelors Degree,2021,Yes,Manufacturing,3,No,Yes,2,3,3,24,4,1,Plan individually,0
T3 2023,Kweneng,No,16.5,Female,26,Bachelors Degree,2022,Yes,"Health care, social assistance, nonprofit",2,No,Yes,9,6,12,3,4,1,Plan individually,0
T3 2023,Central,No,16.5,Female,29,Bachelors Degree,2018,No,Education,24,No,Yes,6,20,1,5,1,1,Plan individually,0
T3 2023,Southern,No,16.5,Female,29,Bachelors Degree,2019,No,"Health care, social assistance, nonprofit",2,Yes,Yes,2,6,12,12,4,1,Plan individually,0
T3 2023,South East,No,16.5,Female,26,Diploma,2015,Yes,Education,12,No,Yes,39.6,12,72,48,3,0,Plan individually,0
T3 2023,South East,No,16.5,Female,33,Diploma,2019,Yes,Education,3,No,Yes,3,4,18,24,4,1,Plan individually,0
T3 2023,North East,No,16.5,Male,24,Certificate,2019,Yes,Other,12,No,Yes,6,3,8,3,1,1,Plan individually,0
T3 2023,North East,Yes,16.5,Female,27,Secondary School,2013,Yes,Other,24,No,Yes,36,11,12,6,4,1,Plan individually,0
T3 2023,Central,No,16.5,Female,24,Certificate,2022,Yes,"Health care, social assistance, nonprofit",28,Yes,Yes,24,12,6,24,4,1,Planning together with fellow facilitators,0
T3 2023,North East,No,16.5,Female,25,Bachelors Degree,2022,No,"Health care, social assistance, nonprofit",9,Yes,Yes,3,3,12,4,4,1,Plan individually,0
T3 2023,Kweneng,No,16.25,Female,20,Bachelors Degree,2025,No,Retail,3,Yes,Yes,12,7,24,24,4,1,Plan individually,0
T3 2023,Ghanzi,No,16.25,Female,23,Bachelors Degree,2022,No,Education,1,Yes,Yes,12,2,12,24,4,1,Plan individually,0
T3 2023,North East,No,16.25,Female,22,Bachelors Degree,2023,No,"Health care, social assistance, nonprofit",18,No,Yes,8,2,6,12,4,1,Plan individually,0
T3 2023,South East,No,16.25,Female,26,Bachelors Degree,2019,Yes,"Health care, social assistance, nonprofit",12,No,Yes,5,3,3,24,4,1,Plan individually,0
T3 2023,South East,No,16.25,Male,22,Secondary School,2024,No,Other,19.200000000000003,No,Yes,24,5,24,2,1,1,Planning together with fellow facilitators,0
T3 2023,Central,No,16.25,Female,23,Diploma,2022,Yes,"Health care, social assistance, nonprofit",1,No,Yes,8,1,7,6,1,1,Plan individually,0
T3 2023,Kweneng,No,16.25,Female,21,Bachelors Degree,2026,Yes,Retail,1,No,Yes,2,8,27,3,4,1,Plan individually,0
T3 2023,Central,No,16.25,Female,23,Bachelors Degree,2022,Yes,Education,2,Yes,Yes,12,4,3,2,1,1,Plan individually,0
T3 2023,Kgatleng,No,16,Male,22,Diploma,2021,Yes,"Health care, social assistance, nonprofit",8,Yes,Yes,24,12,12,8,1,1,Plan individually,0
T3 2023,North East,No,16,Male,22,Secondary School,2018,Yes,Religious,6,No,Yes,2,8,3,6,4,1,Plan individually,0
T3 2023,Kgatleng,No,16,Female,29,Diploma,2018,Yes,Utilities or construction,24,No,Yes,5,2,3,24,4,1,Plan individually,0
T3 2023,Central,No,16,Female,24,Secondary School,2016,Yes,Education,9,No,Yes,6,9,6,4,4,1,Plan individually,1
T3 2023,Kgatleng,No,16,Female,24,Secondary School,2016,Yes,Other,12,No,Yes,22.8,12,2,7,4,1,Plan individually,0
T3 2023,Southern,Yes,16,Female,34,Diploma,2010,No,Education,36,No,Yes,6,36,60,12,1,1,Plan individually,0
T3 2023,Kgatleng,No,16,Female,30,Certificate,2013,Yes,Hotel or food services,27,No,Yes,24,2,3,7,1,1,Plan individually,0
T3 2023,Kgatleng,No,16,Female,26,Secondary School,2015,Yes,Other,14,No,Yes,33.599999999999994,3,5,36,4,1,Plan individually,0
T3 2023,Kweneng,No,16,Male,24,Bachelors Degree,2022,Yes,Other,24,No,Yes,5,6,12,12,4,1,Plan individually,0
T3 2023,South East,Yes,16,Female,43,Certificate,1999,Yes,Other,48,No,No,60,8,60,84,1,1,Plan individually,0
T3 2023,South East,No,16,Female,34,Diploma,2018,Yes,"Health care, social assistance, nonprofit",12,No,Yes,11,6,20.4,3,4,1,Plan individually,0
T3 2023,South East,No,16,Female,21,Certificate,2019,No,"Health care, social assistance, nonprofit",6,No,Yes,3,5,2,3,1,1,Plan individually,0
T3 2023,North East,Yes,16,Female,24,Secondary School,2016,No,Other,21.6,No,Yes,3,13,12,12,1,1,Plan individually,0
T3 2023,South East,No,16,Female,37,Diploma,2015,Yes,Other,180,Yes,No,120,62,120,75,4,1,Plan individually,0
T3 2023,South East,No,16,Female,30,Bachelors Degree,2017,Yes,Arts and entertainment,34,No,Yes,30,2,12,3,4,1,Plan individually,0
T3 2023,Central,No,16,Female,35,Secondary School,2005,Yes,Other,12,Yes,Yes,20,9,10,10,4,1,Plan individually,0
T3 2023,South East,No,16,Male,28,Secondary School,2013,Yes,Hotel or food services,24,No,Yes,8,6,8,3,3,1,Plan individually,0
T3 2023,Central,No,16,Female,25,Secondary School,2016,Yes,Education,9,No,Yes,18,9,4,2,3,1,Plan individually,0
T3 2023,North East,No,16,Male,34,Diploma,2011,Yes,Manufacturing,12,Yes,Yes,12,3,8,18,1,1,Plan individually,0
T3 2023,North East,Yes,16,Female,22,Secondary School,2019,No,Other,60,Yes,Yes,66,16,39.6,10,4,1,Plan individually,0
T3 2023,South East,No,16,Female,24,Diploma,2021,No,"Finance, insurance or information services",3,No,Yes,10,24,11,6,4,1,Plan individually,0
T3 2023,Kweneng,No,16,Female,24,Bachelors Degree,2023,No,Education,12,No,Yes,6,84,48,2,4,1,Plan individually,0
T3 2023,Central,No,16,Female,26,Bachelors Degree,2020,Yes,"Finance, insurance or information services",12,No,Yes,11,17,6,18,4,0,Planning together with fellow facilitators,0
T3 2023,North East,No,16,Female,30,Diploma,2021,Yes,Hotel or food services,34,No,Yes,12,12,12,13.2,4,1,Plan individually,0
T3 2023,North West,No,16,Female,28,Certificate,2018,Yes,Education,12,No,Yes,1,8,9,3,1,1,Plan individually,0
T3 2023,Southern,No,16,Female,24,Bachelors Degree,2022,Yes,"Health care, social assistance, nonprofit",9,Yes,Yes,6,4,9,2,4,1,Plan individually,0
T3 2023,North West,No,16,Female,25,Certificate,2019,Yes,Education,12,No,Yes,7,12,9,5,4,1,Plan individually,0
T3 2023,North East,Yes,16,Female,25,Secondary School,2017,No,"Health care, social assistance, nonprofit",15.6,No,Yes,18,21,29,4,4,1,Plan individually,0
T3 2023,South East,No,16,Female,28,Certificate,2015,Yes,"Finance, insurance or information services",36,No,No,42,7,5,12,4,1,Plan individually,0
T3 2023,South East,No,16,Female,32,Bachelors Degree,2017,No,Military,12,No,Yes,13.2,2,12,2,4,1,Plan individually,0
T3 2023,North East,Yes,16,Female,24,Secondary School,2016,No,Government or public administration,84,No,Yes,36,36,84,12,1,1,Plan individually,0
T3 2023,Central,No,16,Male,21,Certificate,2020,Yes,Transportation or warehousing,12,No,Yes,6,2,2,5,1,1,Plan individually,0
T3 2023,South East,No,16,Female,25,Bachelors Degree,2020,No,Government or public administration,20,No,Yes,3,3,42,16,4,1,Plan individually,0
T3 2023,Kweneng,Yes,16,Female,28,Bachelors Degree,2022,No,"Health care, social assistance, nonprofit",12,No,Yes,14.4,9,60,5,4,1,Plan individually,0
T3 2023,North West,No,16,Female,31,Diploma,2015,Yes,Utilities or construction,12,No,Yes,2,24,4,24,4,1,Plan individually,0
T3 2023,Central,No,16,Female,24,Certificate,2022,Yes,Hotel or food services,4,No,Yes,6,7,3,11,4,1,Plan individually,0
T3 2023,Kgatleng,No,16,Female,31,Diploma,2020,Yes,Manufacturing,21,Yes,Yes,27.6,24,3,5,4,1,Plan individually,0
T3 2023,North East,No,16,Female,34,Diploma,2012,Yes,Education,6,Yes,Yes,12,24,29,2,4,1,Plan individually,0
T3 2023,North East,Yes,16,Female,28,Diploma,2023,No,Education,30,Yes,Yes,8,60,39.6,11,1,1,Plan individually,0
T3 2023,North East,No,16,Male,23,Certificate,2017,Yes,Government or public administration,6,No,Yes,6,6,3,3,1,1,Plan individually,0
T3 2023,South East,No,15.75,Female,23,Secondary School,2018,Yes,Other,24,No,Yes,3,24,12,5,4,1,Plan individually,0
T3 2023,Central,No,15.75,Female,20,Diploma,2022,Yes,"Health care, social assistance, nonprofit",3,No,Yes,12,24,12,1,4,1,Plan individually,0
T3 2023,Central,No,15.75,Female,23,Bachelors Degree,2022,Yes,Software or technology,12,No,Yes,2,2,3,4,3,1,Plan individually,0
T3 2023,Central,No,15.75,Female,25,Bachelors Degree,2021,No,Education,24,No,Yes,24,12,36,3,4,1,Plan individually,0
T3 2023,South East,No,15.75,Male,31,Secondary School,2009,Yes,Retail,12,No,Yes,6,3,3,9,1,1,Plan individually,0
T3 2023,North East,Yes,15.75,Female,23,Secondary School,2018,No,Education,1,No,Yes,11,2,21.6,12,4,1,Plan individually,0
T3 2023,Central,No,15.5,Female,25,Bachelors Degree,2023,No,Retail,22.8,No,No,22.8,2,27,24,4,1,Plan individually,0
T3 2023,North East,Yes,15.5,Female,28,Certificate,2022,Yes,Education,10,Yes,Yes,12,3,6,12,1,1,Plan individually,0
T3 2023,Southern,No,15.5,Male,21,Secondary School,2021,No,Hotel or food services,10,No,Yes,7,7,4,10,4,1,Plan individually,0
T3 2023,North West,No,15.5,Female,19,Certificate,2021,No,Education,9,No,Yes,11,4,12,7,4,1,Plan individually,0
T3 2023,Kweneng,No,15.5,Female,32,Diploma,2022,Yes,"Health care, social assistance, nonprofit",4,No,Yes,1,21.6,12,12,4,1,Plan individually,0
T3 2023,North East,Yes,15.5,Male,22,Secondary School,2020,No,Software or technology,15,No,Yes,3,1,8,3,4,1,Plan individually,1
T3 2023,North West,No,15.5,Female,23,Bachelors Degree,2022,No,"Health care, social assistance, nonprofit",9,No,No,8,8,5,13.2,4,1,Plan individually,0
T3 2023,Chobe,No,15.5,Male,31,Certificate,2019,Yes,Arts and entertainment,24,Yes,Yes,12,1,3,2,1,1,Plan individually,0
T3 2023,North West,Yes,15.5,Female,27,Secondary School,2013,Yes,Education,6,No,Yes,2,6,1,12,3,1,Plan individually,0
T3 2023,South East,No,15.5,Female,27,Bachelors Degree,2017,No,"Health care, social assistance, nonprofit",27.6,Yes,Yes,12,2,24,15,4,1,Plan individually,0
T3 2023,Kweneng,No,15.5,Female,28,Bachelors Degree,2022,No,Education,12,No,Yes,6,15,60,24,3,1,Plan individually,0
T3 2023,Chobe,Yes,15.5,Female,26,Certificate,2015,Yes,Education,12,Yes,Yes,13.2,24,3,5,1,1,Plan individually,0
T3 2023,North West,No,15.5,Female,25,Diploma,2019,No,"Health care, social assistance, nonprofit",5,No,Yes,5,1,5,5,4,1,Plan individually,0
T3 2023,Central,No,15.5,Female,24,Diploma,2023,Yes,Education,5,No,Yes,5,24,24,36,4,1,Plan individually,0
T3 2023,South East,No,15.5,Female,30,Certificate,2021,Yes,"Health care, social assistance, nonprofit",19,No,Yes,2,19,10,2,1,1,Wait for supervisor or further instruction,0
T3 2023,Kgatleng,No,15.5,Female,33,Certificate,2019,Yes,Education,3,No,Yes,52.8,3,27,4,4,1,Plan individually,0
T3 2023,North East,No,15.5,Female,21,Certificate,2024,No,Education,4,No,Yes,5,1,7,6,1,1,Plan individually,0
T3 2023,South East,No,15.5,Male,28,Secondary School,2013,Yes,Religious,24,Yes,Yes,24,24,6,12,4,1,Plan individually,0
T3 2023,Kgatleng,No,15.5,Female,25,Certificate,2022,No,"Health care, social assistance, nonprofit",6,No,Yes,24,3,13,12,1,1,Plan individually,0
T3 2023,Kgatleng,No,15.5,Female,22,Bachelors Degree,2022,No,Education,2,No,Yes,12,8,12,36,4,1,Plan individually,0
T3 2023,North East,No,15.5,Male,23,Secondary School,2017,Yes,Education,4,No,Yes,6,9,6,4,1,1,Plan individually,0
T3 2023,North West,No,15.5,Female,22,Secondary School,2019,Yes,"Health care, social assistance, nonprofit",5,No,Yes,9,14,8,1,4,1,Planning together with fellow facilitators,0
T3 2023,Kweneng,No,15.5,Female,22,Diploma,2021,No,Religious,6,No,Yes,6,6,7,2,4,1,Plan individually,0
T3 2023,North East,No,15.5,Female,23,Certificate,2022,Yes,Government or public administration,12,Yes,Yes,1,12,5,36,1,1,Plan individually,0
T3 2023,North East,No,15.5,Female,33,Certificate,2014,Yes,Government or public administration,72,No,Yes,52.8,3,48,16.799999999999997,1,1,Plan individually,0
T3 2023,South East,No,15.5,Male,26,Certificate,2022,Yes,Education,2,No,Yes,2,6,7,4,1,1,Plan individually,0
T3 2023,South East,No,15.5,Female,27,Bachelors Degree,2019,Yes,"Health care, social assistance, nonprofit",8,Yes,Yes,9,14,7,3,4,1,Plan individually,0
T3 2023,Central,No,15.5,Female,23,Diploma,2021,No,"Health care, social assistance, nonprofit",6,No,Yes,7,42,23,6,1,1,Plan individually,0
T3 2023,Southern,No,15.25,Female,26,Diploma,2018,No,Education,1,No,Yes,12,14,32.400000000000006,15,3,1,Plan individually,0
